Rama de actividad CNAE 2009;Sexo;Unidad;Periodo;Total
S Otros servicios;Mujeres;Porcentaje;2018T2;3,5
S Otros servicios;Mujeres;Porcentaje;2018T1;3,6
S Otros servicios;Mujeres;Porcentaje;2017T4;3,6
S Otros servicios;Mujeres;Porcentaje;2017T3;3,5
S Otros servicios;Mujeres;Porcentaje;2017T2;3,5
S Otros servicios;Mujeres;Porcentaje;2017T1;3,3
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2019T4;2,9
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2019T3;2,9
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2019T2;3,0
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2019T1;3,2
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2018T4;3,2
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2018T3;3,2
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2018T2;3,3
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2018T1;3,4
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2017T4;3,4
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2017T3;3,4
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2017T2;3,3
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Ambos sexos;Porcentaje;2017T1;3,4
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2019T4;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2019T3;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2019T2;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2019T1;0,6
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2018T4;0,6
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2018T3;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2018T2;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2018T1;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2017T4;0,8
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2017T3;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2017T2;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Hombres;Porcentaje;2017T1;0,7
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2019T4;5,5
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2019T3;5,5
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2019T2;5,8
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2019T1;6,3
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2018T4;6,2
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2018T3;6,2
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2018T2;6,4
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2018T1;6,6
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2017T4;6,5
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2017T3;6,5
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2017T2;6,3
T Actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;Mujeres;Porcentaje;2017T1;6,6
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2019T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2019T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2019T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2019T1;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2018T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2018T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2018T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2018T1;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2017T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2017T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2017T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Ambos sexos;Porcentaje;2017T1;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2019T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2019T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2019T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2019T1;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2018T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2018T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2018T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2018T1;..
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2017T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2017T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2017T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Hombres;Porcentaje;2017T1;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2019T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2019T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2019T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2019T1;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2018T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2018T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2018T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2018T1;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2017T4;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2017T3;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2017T2;0,0
U Actividades de organizaciones y organismos extraterritoriales;Mujeres;Porcentaje;2017T1;0,0
